,start,end,chr,karyo_band,chr_arm,numeric_chr,cytoband,geneID,geneIDversion
CCNK,99947506.0,100001381.0,14,14q32.2,14q,14,q32.2,ENSG00000090061,ENSG00000090061.13
CCDC85C,99977603.0,100070363.0,14,14q32.2,14q,14,q32.2,ENSG00000205476,ENSG00000205476.4
HHIPL1,100111447.0,100146906.0,14,14q32.2,14q,14,q32.2,ENSG00000182218,ENSG00000182218.5
CYP46A1,100150641.0,100193638.0,14,14q32.2,14q,14,q32.2,ENSG00000036530,ENSG00000036530.4
EML1,100204030.0,100408397.0,14,14q32.2,14q,14,q32.2,ENSG00000066629,ENSG00000066629.12
EVL,100437786.0,100610573.0,14,14q32.2,14q,14,q32.2,ENSG00000196405,ENSG00000196405.8
MIR151B,100575756.0,100575851.0,14,14q32.2,14q,14,q32.2,ENSG00000265154,ENSG00000265154.1
MIR342,100575992.0,100576090.0,14,14q32.2,14q,14,q32.2,ENSG00000199082,ENSG00000199082.1
DEGS2,100612756.0,100626500.0,14,14q32.2,14q,14,q32.2,ENSG00000168350,ENSG00000168350.6
YY1,100704635.0,100749129.0,14,14q32.2,14q,14,q32.2,ENSG00000100811,ENSG00000100811.6
SLC25A29,100757448.0,100772884.0,14,14q32.2,14q,14,q32.2,ENSG00000197119,ENSG00000197119.8
MIR345,100774196.0,100774293.0,14,14q32.2,14q,14,q32.2,ENSG00000198984,ENSG00000198984.1
RN7SL523P,100785408.0,100785707.0,14,14q32.2,14q,14,q32.2,ENSG00000243976,ENSG00000243976.1
SLC25A47,100789674.0,100796715.0,14,14q32.2,14q,14,q32.2,ENSG00000140107,ENSG00000140107.10
WARS,100800125.0,100843142.0,14,14q32.2,14q,14,q32.2,ENSG00000140105,ENSG00000140105.13
WDR25,100842755.0,100996640.0,14,14q32.2,14q,14,q32.2,ENSG00000176473,ENSG00000176473.9
RN7SKP92,100953881.0,100954124.0,14,14q32.2,14q,14,q32.2,ENSG00000253075,ENSG00000253075.1
BEGAIN,101003486.0,101053750.0,14,14q32.2,14q,14,q32.2,ENSG00000183092,ENSG00000183092.11
LINC00523,101123587.0,101142406.0,14,14q32.2,14q,14,q32.2,ENSG00000196273,ENSG00000196273.3
DLK1,101192042.0,101201539.0,14,14q32.2,14q,14,q32.2,ENSG00000185559,ENSG00000185559.9
MEG3,101245747.0,101327368.0,14,14q32.2,14q,14,q32.2,ENSG00000214548,ENSG00000214548.10
MIR2392,101280828.0,101280911.0,14,14q32.2,14q,14,q32.2,ENSG00000266461,ENSG00000266461.1
MIR770,101318727.0,101318824.0,14,14q32.2,14q,14,q32.2,ENSG00000211574,ENSG00000211574.1
MIR493,101335397.0,101335485.0,14,14q32.2,14q,14,q32.2,ENSG00000207989,ENSG00000207989.1
MIR337,101340830.0,101340922.0,14,14q32.2,14q,14,q32.2,ENSG00000199151,ENSG00000199151.1
MIR431,101347344.0,101347457.0,14,14q32.2,14q,14,q32.2,ENSG00000208001,ENSG00000208001.1
MIR433,101348220.0,101348343.0,14,14q32.2,14q,14,q32.2,ENSG00000207569,ENSG00000207569.1
MIR665,101341370.0,101341441.0,14,14q32.2,14q,14,q32.2,ENSG00000272291,ENSG00000272291.1
RTL1,101346992.0,101351184.0,14,14q32.2,14q,14,q32.2,ENSG00000254656,ENSG00000254656.1
MIR127,101349316.0,101349412.0,14,14q32.2,14q,14,q32.2,ENSG00000207608,ENSG00000207608.1
MIR136,101351034.0,101351125.0,14,14q32.2,14q,14,q32.2,ENSG00000207942,ENSG00000207942.1
MIR432,101350820.0,101350913.0,14,14q32.2,14q,14,q32.2,ENSG00000272458,ENSG00000272458.1
MEG8,101361107.0,101402336.0,14,14q32.2,14q,14,q32.2,ENSG00000258399,ENSG00000258399.2
MIR370,101377476.0,101377550.0,14,14q32.2,14q,14,q32.2,ENSG00000199005,ENSG00000199005.1
SNORD112|ENSG00000251769.1,101382173.0,101382230.0,14,14q32.2,14q,14,q32.2,ENSG00000251769,ENSG00000251769.1
SNORD112|ENSG00000252873.1,101383915.0,101383982.0,14,14q32.2,14q,14,q32.2,ENSG00000252873,ENSG00000252873.1
SNORD112|ENSG00000251949.1,101392317.0,101392388.0,14,14q32.2,14q,14,q32.2,ENSG00000251949,ENSG00000251949.1
SNORD112|ENSG00000252144.1,101405405.0,101405475.0,14,14q32.31,14q,14,q32.31,ENSG00000252144,ENSG00000252144.1
SNORD112|ENSG00000251918.1,101406904.0,101406974.0,14,14q32.31,14q,14,q32.31,ENSG00000251918,ENSG00000251918.1
SNORD113|ENSG00000200150.1,101422577.0,101422649.0,14,14q32.31,14q,14,q32.31,ENSG00000200150,ENSG00000200150.1
SNORD113|ENSG00000201036.1,101445339.0,101445427.0,14,14q32.31,14q,14,q32.31,ENSG00000201036,ENSG00000201036.1
SNORD113|ENSG00000201500.1,101443726.0,101443803.0,14,14q32.31,14q,14,q32.31,ENSG00000201500,ENSG00000201500.1
SNORD113|ENSG00000201710.1,101446329.0,101446403.0,14,14q32.31,14q,14,q32.31,ENSG00000201710,ENSG00000201710.1
SNORD113|ENSG00000222095.1,101460594.0,101460667.0,14,14q32.31,14q,14,q32.31,ENSG00000222095,ENSG00000222095.1
SNORD112|ENSG00000252009.1,101463990.0,101464061.0,14,14q32.31,14q,14,q32.31,ENSG00000252009,ENSG00000252009.1
SNORD113|ENSG00000222185.1,101464804.0,101464878.0,14,14q32.31,14q,14,q32.31,ENSG00000222185,ENSG00000222185.1
MIR379,101488366.0,101488491.0,14,14q32.31,14q,14,q32.31,ENSG00000199088,ENSG00000199088.3
MIR411,101489662.0,101489757.0,14,14q32.31,14q,14,q32.31,ENSG00000199109,ENSG00000199109.2
MIR299,101490114.0,101490215.0,14,14q32.31,14q,14,q32.31,ENSG00000207749,ENSG00000207749.2
MIR380,101491331.0,101491441.0,14,14q32.31,14q,14,q32.31,ENSG00000198982,ENSG00000198982.2
MIR1197,101491901.0,101491988.0,14,14q32.31,14q,14,q32.31,ENSG00000221745,ENSG00000221745.1
MIR323A,101492069.0,101492154.0,14,14q32.31,14q,14,q32.31,ENSG00000199069,ENSG00000199069.1
MIR758,101492357.0,101492444.0,14,14q32.31,14q,14,q32.31,ENSG00000211582,ENSG00000211582.1
MIR1193,101496389.0,101496466.0,14,14q32.31,14q,14,q32.31,ENSG00000221036,ENSG00000221036.3
MIR494,101495971.0,101496051.0,14,14q32.31,14q,14,q32.31,ENSG00000194717,ENSG00000194717.2
MIR495,101500092.0,101500173.0,14,14q32.31,14q,14,q32.31,ENSG00000207743,ENSG00000207743.1
MIR543,101498324.0,101498401.0,14,14q32.31,14q,14,q32.31,ENSG00000212040,ENSG00000212040.1
MIR300,101507700.0,101507782.0,14,14q32.31,14q,14,q32.31,ENSG00000215957,ENSG00000215957.1
MIR376A1,101507104.0,101507206.0,14,14q32.31,14q,14,q32.31,ENSG00000264882,ENSG00000264882.1
MIR376C,101506017.0,101506102.0,14,14q32.31,14q,14,q32.31,ENSG00000271946,ENSG00000271946.1
MIR654,101506556.0,101506636.0,14,14q32.31,14q,14,q32.31,ENSG00000207934,ENSG00000207934.1
MIR381HG,101511494.0,101518132.0,14,14q32.31,14q,14,q32.31,ENSG00000258861,ENSG00000258861.1
MIR381,101512257.0,101512331.0,14,14q32.31,14q,14,q32.31,ENSG00000199020,ENSG00000199020.1
MIR487B,101512792.0,101512875.0,14,14q32.31,14q,14,q32.31,ENSG00000207754,ENSG00000207754.1
MIR539,101513658.0,101513735.0,14,14q32.31,14q,14,q32.31,ENSG00000202560,ENSG00000202560.2
MIR889,101514238.0,101514316.0,14,14q32.31,14q,14,q32.31,ENSG00000216099,ENSG00000216099.1
MIR544A,101514995.0,101515085.0,14,14q32.31,14q,14,q32.31,ENSG00000207587,ENSG00000207587.1
MIR655,101515887.0,101515983.0,14,14q32.31,14q,14,q32.31,ENSG00000207646,ENSG00000207646.1
MIR487A,101518783.0,101518862.0,14,14q32.31,14q,14,q32.31,ENSG00000207558,ENSG00000207558.1
MIR134,101521008.0,101521110.0,14,14q32.31,14q,14,q32.31,ENSG00000207993,ENSG00000207993.2
MIR382,101520638.0,101520723.0,14,14q32.31,14q,14,q32.31,ENSG00000207742,ENSG00000207742.2
MIR485,101521738.0,101521848.0,14,14q32.31,14q,14,q32.31,ENSG00000208027,ENSG00000208027.2
MIR323B,101522556.0,101522637.0,14,14q32.31,14q,14,q32.31,ENSG00000208004,ENSG00000208004.2
MIR154,101526092.0,101526175.0,14,14q32.31,14q,14,q32.31,ENSG00000207978,ENSG00000207978.1
MIR377,101528343.0,101528476.0,14,14q32.31,14q,14,q32.31,ENSG00000199015,ENSG00000199015.2
MIR496,101526910.0,101527011.0,14,14q32.31,14q,14,q32.31,ENSG00000207961,ENSG00000207961.1
MIR369,101531918.0,101532024.0,14,14q32.31,14q,14,q32.31,ENSG00000199025,ENSG00000199025.3
MIR409,101531637.0,101531715.0,14,14q32.31,14q,14,q32.31,ENSG00000199107,ENSG00000199107.1
MIR410,101532249.0,101532328.0,14,14q32.31,14q,14,q32.31,ENSG00000199092,ENSG00000199092.2
MIR412,101531784.0,101531874.0,14,14q32.31,14q,14,q32.31,ENSG00000199012,ENSG00000199012.2
MIR541,101530832.0,101530915.0,14,14q32.31,14q,14,q32.31,ENSG00000216179,ENSG00000216179.1
MIR656,101533061.0,101533138.0,14,14q32.31,14q,14,q32.31,ENSG00000207959,ENSG00000207959.1
MEG9,101536248.0,101539274.0,14,14q32.31,14q,14,q32.31,ENSG00000223403,ENSG00000223403.3
U3|ENSG00000206761.1,101611818.0,101612032.0,14,14q32.31,14q,14,q32.31,ENSG00000206761,ENSG00000206761.1
LINC00524,101872324.0,101874259.0,14,14q32.31,14q,14,q32.31,ENSG00000259023,ENSG00000259023.2
DIO3OS,102018558.0,102026768.0,14,14q32.31,14q,14,q32.31,ENSG00000258498,ENSG00000258498.2
DIO3,102027688.0,102029789.0,14,14q32.31,14q,14,q32.31,ENSG00000197406,ENSG00000197406.6
PPP2R5C,102228135.0,102394326.0,14,14q32.31,14q,14,q32.31,ENSG00000078304,ENSG00000078304.15
DYNC1H1,102430865.0,102517129.0,14,14q32.31,14q,14,q32.31,ENSG00000197102,ENSG00000197102.6
RN7SL472P,102543520.0,102543810.0,14,14q32.31,14q,14,q32.31,ENSG00000240457,ENSG00000240457.2
HSP90AA1,102547075.0,102606036.0,14,14q32.31,14q,14,q32.31,ENSG00000080824,ENSG00000080824.14
WDR20,102605840.0,102691184.0,14,14q32.31,14q,14,q32.31,ENSG00000140153,ENSG00000140153.13
MOK,102690837.0,102771537.0,14,14q32.31,14q,14,q32.31,ENSG00000080823,ENSG00000080823.17
ZNF839,102783714.0,102809044.0,14,14q32.31,14q,14,q32.31,ENSG00000022976,ENSG00000022976.11
CINP,102808956.0,102829253.0,14,14q32.31,14q,14,q32.31,ENSG00000100865,ENSG00000100865.10
snoU13|ENSG00000239061.1,102825136.0,102825239.0,14,14q32.31,14q,14,q32.31,ENSG00000239061,ENSG00000239061.1
TECPR2,102829300.0,102968818.0,14,14q32.31,14q,14,q32.31,ENSG00000196663,ENSG00000196663.11
ANKRD9,102973179.0,102976136.0,14,14q32.31,14q,14,q32.31,ENSG00000156381,ENSG00000156381.4
MIR4309,103005981.0,103006063.0,14,14q32.31,14q,14,q32.31,ENSG00000266015,ENSG00000266015.1
RN7SL546P,103049227.0,103049514.0,14,14q32.31,14q,14,q32.31,ENSG00000239224,ENSG00000239224.2
RCOR1,103058998.0,103196913.0,14,14q32.31,14q,14,q32.31,ENSG00000089902,ENSG00000089902.8
TRAF3,103243813.0,103377837.0,14,14q32.32,14q,14,q32.32,ENSG00000131323,ENSG00000131323.10
snoU13|ENSG00000238853.1,103255828.0,103255928.0,14,14q32.32,14q,14,q32.32,ENSG00000238853,ENSG00000238853.1
AMN,103388993.0,103399933.0,14,14q32.32,14q,14,q32.32,ENSG00000166126,ENSG00000166126.6
CDC42BPB,103398716.0,103523799.0,14,14q32.32,14q,14,q32.32,ENSG00000198752,ENSG00000198752.5
EXOC3L4,103566481.0,103576896.0,14,14q32.32,14q,14,q32.32,ENSG00000205436,ENSG00000205436.3
LINC00677,103587184.0,103589344.0,14,14q32.32,14q,14,q32.32,ENSG00000259717,ENSG00000259717.1
TNFAIP2,103589779.0,103603776.0,14,14q32.32,14q,14,q32.32,ENSG00000185215,ENSG00000185215.4
LINC00605,103653558.0,103655365.0,14,14q32.32,14q,14,q32.32,ENSG00000251533,ENSG00000251533.2
EIF5,103799881.0,103811362.0,14,14q32.32,14q,14,q32.32,ENSG00000100664,ENSG00000100664.6
SNORA28,103804186.0,103804311.0,14,14q32.32,14q,14,q32.32,ENSG00000272533,ENSG00000272533.1
MARK3,103851729.0,103970168.0,14,14q32.32,14q,14,q32.32,ENSG00000075413,ENSG00000075413.13
CKB,103985996.0,103989448.0,14,14q32.32,14q,14,q32.32,ENSG00000166165,ENSG00000166165.8
TRMT61A,103995521.0,104003410.0,14,14q32.32,14q,14,q32.32,ENSG00000166166,ENSG00000166166.8
BAG5,104022881.0,104029168.0,14,14q32.33,14q,14,q32.33,ENSG00000166170,ENSG00000166170.9
KLC1,104028233.0,104167888.0,14,14q32.33,14q,14,q32.33,ENSG00000126214,ENSG00000126214.16
APOPT1,104029299.0,104073860.0,14,14q32.33,14q,14,q32.33,ENSG00000256053,ENSG00000256053.3
XRCC3,104163946.0,104181841.0,14,14q32.33,14q,14,q32.33,ENSG00000126215,ENSG00000126215.9
ZFYVE21,104182067.0,104200005.0,14,14q32.33,14q,14,q32.33,ENSG00000100711,ENSG00000100711.9
PPP1R13B,104200089.0,104313927.0,14,14q32.33,14q,14,q32.33,ENSG00000088808,ENSG00000088808.12
SNORD51|ENSG00000202275.1,104263609.0,104263685.0,14,14q32.33,14q,14,q32.33,ENSG00000202275,ENSG00000202275.1
LINC00637,104314058.0,104324386.0,14,14q32.33,14q,14,q32.33,ENSG00000258735,ENSG00000258735.1
C14orf2,104378625.0,104394606.0,14,14q32.33,14q,14,q32.33,ENSG00000156411,ENSG00000156411.5
TDRD9,104394799.0,104519004.0,14,14q32.33,14q,14,q32.33,ENSG00000156414,ENSG00000156414.14
RD3L,104406763.0,104408645.0,14,14q32.33,14q,14,q32.33,ENSG00000227729,ENSG00000227729.2
RN7SL634P,104479979.0,104480268.0,14,14q32.33,14q,14,q32.33,ENSG00000242894,ENSG00000242894.2
ASPG,104552016.0,104579098.0,14,14q32.33,14q,14,q32.33,ENSG00000166183,ENSG00000166183.11
MIR203,104583742.0,104583851.0,14,14q32.33,14q,14,q32.33,ENSG00000207568,ENSG00000207568.1
KIF26A,104605060.0,104647231.0,14,14q32.33,14q,14,q32.33,ENSG00000066735,ENSG00000066735.10
C14orf144,104710541.0,104712473.0,14,14q32.33,14q,14,q32.33,ENSG00000228032,ENSG00000228032.1
TMEM179,104941015.0,105071984.0,14,14q32.33,14q,14,q32.33,ENSG00000258986,ENSG00000258986.2
C14orf180,105046021.0,105056852.0,14,14q32.33,14q,14,q32.33,ENSG00000184601,ENSG00000184601.6
MIR4710,105144031.0,105144086.0,14,14q32.33,14q,14,q32.33,ENSG00000265291,ENSG00000265291.1
INF2,105155943.0,105185942.0,14,14q32.33,14q,14,q32.33,ENSG00000203485,ENSG00000203485.8
ADSSL1,105190523.0,105213662.0,14,14q32.33,14q,14,q32.33,ENSG00000185100,ENSG00000185100.6
SIVA1,105219437.0,105234831.0,14,14q32.33,14q,14,q32.33,ENSG00000184990,ENSG00000184990.8
AKT1,105235686.0,105262088.0,14,14q32.33,14q,14,q32.33,ENSG00000142208,ENSG00000142208.11
ZBTB42,105266933.0,105271049.0,14,14q32.33,14q,14,q32.33,ENSG00000179627,ENSG00000179627.9
LINC00638,105287538.0,105290055.0,14,14q32.33,14q,14,q32.33,ENSG00000258701,ENSG00000258701.1
CEP170B,105331617.0,105363107.0,14,14q32.33,14q,14,q32.33,ENSG00000099814,ENSG00000099814.11
PLD4,105391153.0,105399574.0,14,14q32.33,14q,14,q32.33,ENSG00000166428,ENSG00000166428.8
AHNAK2,105403581.0,105444694.0,14,14q32.33,14q,14,q32.33,ENSG00000185567,ENSG00000185567.6
C14orf79,105452112.0,105476819.0,14,14q32.33,14q,14,q32.33,ENSG00000140104,ENSG00000140104.9
CDCA4,105475910.0,105487485.0,14,14q32.33,14q,14,q32.33,ENSG00000170779,ENSG00000170779.10
GPR132,105515728.0,105531782.0,14,14q32.33,14q,14,q32.33,ENSG00000183484,ENSG00000183484.7
JAG2,105607318.0,105635161.0,14,14q32.33,14q,14,q32.33,ENSG00000184916,ENSG00000184916.4
NUDT14,105639275.0,105647660.0,14,14q32.33,14q,14,q32.33,ENSG00000183828,ENSG00000183828.10
BRF1,105675623.0,105781926.0,14,14q32.33,14q,14,q32.33,ENSG00000185024,ENSG00000185024.11
BTBD6,105714827.0,105717430.0,14,14q32.33,14q,14,q32.33,ENSG00000184887,ENSG00000184887.9
PACS2,105766900.0,105864484.0,14,14q32.33,14q,14,q32.33,ENSG00000179364,ENSG00000179364.9
TEX22,105864916.0,105916443.0,14,14q32.33,14q,14,q32.33,ENSG00000226174,ENSG00000226174.2
MTA1,105886159.0,105937066.0,14,14q32.33,14q,14,q32.33,ENSG00000182979,ENSG00000182979.13
CRIP2,105939299.0,105946499.0,14,14q32.33,14q,14,q32.33,ENSG00000182809,ENSG00000182809.6
C14orf80,105956192.0,105965912.0,14,14q32.33,14q,14,q32.33,ENSG00000185347,ENSG00000185347.13
CRIP1,105952654.0,105955284.0,14,14q32.33,14q,14,q32.33,ENSG00000213145,ENSG00000213145.5
ADAM6,106435819.0,106438358.0,14,14q32.33,14q,14,q32.33,ENSG00000233988,ENSG00000233988.1
IGHA1,106173457.0,106175002.0,14,14q32.33,14q,14,q32.33,ENSG00000211895,ENSG00000211895.3
IGHA2,106053226.0,106054732.0,14,14q32.33,14q,14,q32.33,ENSG00000211890,ENSG00000211890.3
IGHD,106303099.0,106312010.0,14,14q32.33,14q,14,q32.33,ENSG00000211898,ENSG00000211898.3
IGHE,106064224.0,106068065.0,14,14q32.33,14q,14,q32.33,ENSG00000211891,ENSG00000211891.4
IGHG1,106202680.0,106209408.0,14,14q32.33,14q,14,q32.33,ENSG00000211896,ENSG00000211896.2
IGHG2,106109389.0,106111127.0,14,14q32.33,14q,14,q32.33,ENSG00000211893,ENSG00000211893.3
IGHG3,106235439.0,106237742.0,14,14q32.33,14q,14,q32.33,ENSG00000211897,ENSG00000211897.3
IGHG4,106090687.0,106092403.0,14,14q32.33,14q,14,q32.33,ENSG00000211892,ENSG00000211892.2
IGHJ1,106331617.0,106331668.0,14,14q32.33,14q,14,q32.33,ENSG00000211905,ENSG00000211905.1
IGHJ2,106331409.0,106331460.0,14,14q32.33,14q,14,q32.33,ENSG00000211904,ENSG00000211904.2
IGHJ3,106330797.0,106330845.0,14,14q32.33,14q,14,q32.33,ENSG00000242887,ENSG00000242887.1
IGHJ4,106330425.0,106330470.0,14,14q32.33,14q,14,q32.33,ENSG00000240041,ENSG00000240041.1
IGHJ5,106330024.0,106330072.0,14,14q32.33,14q,14,q32.33,ENSG00000242472,ENSG00000242472.1
IGHJ6,106329408.0,106329468.0,14,14q32.33,14q,14,q32.33,ENSG00000211900,ENSG00000211900.2
IGHM,106320349.0,106322323.0,14,14q32.33,14q,14,q32.33,ENSG00000211899,ENSG00000211899.3
KIAA0125,106383838.0,106391825.0,14,14q32.33,14q,14,q32.33,ENSG00000226777,ENSG00000226777.3
LINC00221,106938445.0,106977000.0,14,14q32.33,14q,14,q32.33,ENSG00000187156,ENSG00000187156.4
LINC00226,106744269.0,106744975.0,14,14q32.33,14q,14,q32.33,ENSG00000229084,ENSG00000229084.2
TMEM121,105992940.0,105996539.0,14,14q32.33,14q,14,q32.33,ENSG00000184986,ENSG00000184986.6
CHEK2P2,20487997.0,20496839.0,15,15q11.1,15q,15,q11.1,ENSG00000259156,ENSG00000259156.3
CT60,21145767.0,21198632.0,15,15q11.2,15q,15,q11.2,ENSG00000258710,ENSG00000258710.3
CYFIP1,22892005.0,23006016.0,15,15q11.2,15q,15,q11.2,ENSG00000068793,ENSG00000068793.13
DKFZP547L112,22011370.0,22012050.0,15,15q11.2,15q,15,q11.2,ENSG00000268531,ENSG00000268531.1
GOLGA6L1,22736246.0,22746002.0,15,15q11.2,15q,15,q11.2,ENSG00000197414,ENSG00000197414.8
GOLGA6L2,23684645.0,23692381.0,15,15q11.2,15q,15,q11.2,ENSG00000174450,ENSG00000174450.7
GOLGA6L6,20737094.0,20747114.0,15,15q11.2,15q,15,q11.2,ENSG00000215405,ENSG00000215405.3
GOLGA8DP,22704721.0,22715604.0,15,15q11.2,15q,15,q11.2,ENSG00000185182,ENSG00000185182.10
GOLGA8EP,23435096.0,23448420.0,15,15q11.2,15q,15,q11.2,ENSG00000175676,ENSG00000175676.11
GOLGA8I,23255242.0,23268823.0,15,15q11.2,15q,15,q11.2,ENSG00000153666,ENSG00000153666.5
GOLGA8S,23599895.0,23612378.0,15,15q11.2,15q,15,q11.2,ENSG00000261739,ENSG00000261739.2
HERC2P2,23282281.0,23378228.0,15,15q11.2,15q,15,q11.2,ENSG00000140181,ENSG00000140181.10
HERC2P3,20587869.0,20711433.0,15,15q11.2,15q,15,q11.2,ENSG00000180229,ENSG00000180229.8
MIR1268A,22513229.0,22513280.0,15,15q11.2,15q,15,q11.2,ENSG00000221641,ENSG00000221641.1
NBEAP1,20862967.0,20893737.0,15,15q11.2,15q,15,q11.2,ENSG00000258590,ENSG00000258590.1
NIPA1,23043277.0,23100005.0,15,15q11.2,15q,15,q11.2,ENSG00000170113,ENSG00000170113.11
NIPA2,23004684.0,23034427.0,15,15q11.2,15q,15,q11.2,ENSG00000140157,ENSG00000140157.10
OR4M2,22368478.0,22369561.0,15,15q11.2,15q,15,q11.2,ENSG00000182974,ENSG00000182974.2
OR4N4,22382382.0,22383507.0,15,15q11.2,15q,15,q11.2,ENSG00000183706,ENSG00000183706.4
POTEB2,21040701.0,21071643.0,15,15q11.2,15q,15,q11.2,ENSG00000230031,ENSG00000230031.6
POTEB,22051853.0,22083227.0,15,15q11.2,15q,15,q11.2,ENSG00000233917,ENSG00000233917.4
RN7SL106P,23443616.0,23443894.0,15,15q11.2,15q,15,q11.2,ENSG00000242962,ENSG00000242962.2
RN7SL400P,21308174.0,21308467.0,15,15q11.2,15q,15,q11.2,ENSG00000243059,ENSG00000243059.2
RN7SL495P,23263708.0,23263986.0,15,15q11.2,15q,15,q11.2,ENSG00000244736,ENSG00000244736.2
RN7SL536P,23608428.0,23608706.0,15,15q11.2,15q,15,q11.2,ENSG00000242502,ENSG00000242502.2
RN7SL545P,22706884.0,22707162.0,15,15q11.2,15q,15,q11.2,ENSG00000241034,ENSG00000241034.2
RN7SL584P,20300988.0,20301282.0,15,15q11.1,15q,15,q11.1,ENSG00000239471,ENSG00000239471.2
RN7SL759P,20776218.0,20776496.0,15,15q11.2,15q,15,q11.2,ENSG00000242443,ENSG00000242443.2
TUBGCP5,22833395.0,22873892.0,15,15q11.2,15q,15,q11.2,ENSG00000153575,ENSG00000153575.6
WHAMMP3,23187728.0,23208737.0,15,15q11.2,15q,15,q11.2,ENSG00000187667,ENSG00000187667.6
snoU13|ENSG00000238960.1,22348678.0,22348778.0,15,15q11.2,15q,15,q11.2,ENSG00000238960,ENSG00000238960.1
snoU13|ENSG00000239083.1,20557339.0,20557434.0,15,15q11.1,15q,15,q11.1,ENSG00000239083,ENSG00000239083.1
MIR4508,23807209.0,23807278.0,15,15q11.2,15q,15,q11.2,ENSG00000265673,ENSG00000265673.1
MKRN3,23810454.0,23873064.0,15,15q11.2,15q,15,q11.2,ENSG00000179455,ENSG00000179455.6
MAGEL2,23888691.0,23891175.0,15,15q11.2,15q,15,q11.2,ENSG00000254585,ENSG00000254585.1
NDN,23930565.0,23932450.0,15,15q11.2,15q,15,q11.2,ENSG00000182636,ENSG00000182636.4
PWRN1,24738284.0,24897277.0,15,15q11.2,15q,15,q11.2,ENSG00000259905,ENSG00000259905.1
PWRN2,24407901.0,24415095.0,15,15q11.2,15q,15,q11.2,ENSG00000260551,ENSG00000260551.1
NPAP1,24920541.0,24928593.0,15,15q11.2,15q,15,q11.2,ENSG00000185823,ENSG00000185823.2
SNRPN,25068794.0,25223870.0,15,15q11.2,15q,15,q11.2,ENSG00000128739,ENSG00000128739.16
snoU13|ENSG00000238615.1,25138894.0,25138995.0,15,15q11.2,15q,15,q11.2,ENSG00000238615,ENSG00000238615.1
SNURF,25200133.0,25223729.0,15,15q11.2,15q,15,q11.2,ENSG00000273173,ENSG00000273173.1
SNHG14,25223730.0,25664609.0,15,15q11.2,15q,15,q11.2,ENSG00000224078,ENSG00000224078.8
SNORD64|ENSG00000270704.2,25230011.0,25230320.0,15,15q11.2,15q,15,q11.2,ENSG00000270704,ENSG00000270704.2
SNORD108,25232072.0,25232142.0,15,15q11.2,15q,15,q11.2,ENSG00000239014,ENSG00000239014.1
SNORD109A,25287065.0,25287575.0,15,15q11.2,15q,15,q11.2,ENSG00000270246,ENSG00000270246.2
SNORD115|ENSG00000212428.1,25404368.0,25404426.0,15,15q11.2,15q,15,q11.2,ENSG00000212428,ENSG00000212428.1
SNORD109B,25523490.0,25523556.0,15,15q11.2,15q,15,q11.2,ENSG00000239169,ENSG00000239169.1
UBE3A,25582381.0,25684128.0,15,15q11.2,15q,15,q11.2,ENSG00000114062,ENSG00000114062.13
ATP10A,25922420.0,26110317.0,15,15q12,15q,15,q12,ENSG00000206190,ENSG00000206190.7
RNA5SP390,25983655.0,25983767.0,15,15q12,15q,15,q12,ENSG00000222123,ENSG00000222123.1
MIR4715,26093894.0,26093972.0,15,15q12,15q,15,q12,ENSG00000266517,ENSG00000266517.1
SNORA48|ENSG00000212604.1,26254087.0,26254221.0,15,15q12,15q,15,q12,ENSG00000212604,ENSG00000212604.1
LINC00929,26360960.0,26378184.0,15,15q12,15q,15,q12,ENSG00000259150,ENSG00000259150.1
GABRB3,26788693.0,27184686.0,15,15q12,15q,15,q12,ENSG00000166206,ENSG00000166206.9
GABRA5,27111510.0,27194354.0,15,15q12,15q,15,q12,ENSG00000186297,ENSG00000186297.7
GABRG3,27216429.0,27778373.0,15,15q12,15q,15,q12,ENSG00000182256,ENSG00000182256.8
RNA5SP391,27525465.0,27525583.0,15,15q12,15q,15,q12,ENSG00000200326,ENSG00000200326.1
OCA2,28000021.0,28344504.0,15,15q13.1,15q,15,q13.1,ENSG00000104044,ENSG00000104044.11
HERC2,28356186.0,28567298.0,15,15q13.1,15q,15,q13.1,ENSG00000128731,ENSG00000128731.11
APBA2,29129629.0,29410518.0,15,15q13.1,15q,15,q13.1,ENSG00000034053,ENSG00000034053.10
ARHGAP11B,30916697.0,31065196.0,15,15q13.2,15q,15,q13.2,ENSG00000187951,ENSG00000187951.6
CHRFAM7A,30653443.0,30686052.0,15,15q13.2,15q,15,q13.2,ENSG00000166664,ENSG00000166664.9
FAM189A1,29412457.0,29862927.0,15,15q13.1,15q,15,q13.1,ENSG00000104059,ENSG00000104059.4
GOLGA6L7P,29087381.0,29093821.0,15,15q13.1,15q,15,q13.1,ENSG00000261649,ENSG00000261649.1
GOLGA8F,28623767.0,28637170.0,15,15q13.1,15q,15,q13.1,ENSG00000153684,ENSG00000153684.10
GOLGA8G,28764757.0,28778160.0,15,15q13.1,15q,15,q13.1,ENSG00000183629,ENSG00000183629.9
GOLGA8H,30896329.0,30906764.0,15,15q13.2,15q,15,q13.2,ENSG00000261794,ENSG00000261794.1
GOLGA8J,30375158.0,30385702.0,15,15q13.2,15q,15,q13.2,ENSG00000179938,ENSG00000179938.11
GOLGA8M,28947100.0,28983530.0,15,15q13.1,15q,15,q13.1,ENSG00000188626,ENSG00000188626.5
