Gene Symbol,Locus ID,Cytoband,chr,chr_arm
KRTAP4-6,81871,17q21.2,17,17q
KRTAP4-5,85289,17q21.2,17,17q
KRTAP4-4,84616,17q21.2,17,17q
KRTAP4-3,85290,17q21.2,17,17q
KRTAP4-1,85285,17q21.2,17,17q
KRTAP4-2,85291,17q21.2,17,17q
KRTAP9-1,728318,17q21.2,17,17q
KRTAP9-2,83899,17q21.2,17,17q
KRTAP9-3,83900,17q21.2,17,17q
KRTAP9-8,83901,17q21.2,17,17q
KRTAP9-4,85280,17q21.2,17,17q
KRTAP9-9,81870,17q21.2,17,17q
KRTAP16-1,100505753,17q21.2,17,17q
KRTAP17-1,83902,17q21.2,17,17q
KRT33A,3883,17q21.2,17,17q
KRT33B,3884,17q21.2,17,17q
KRT34,3885,17q21.2,17,17q
KRT31,3881,17q21.2,17,17q
LOC100505782,100505782,17q21.2,17,17q
KRT37,8688,17q21.2,17,17q
KRT38,8687,17q21.2,17,17q
KRT32,3882,17q21.2,17,17q
KRT35,3886,17q21.2,17,17q
KRT36,8689,17q21.2,17,17q
KRT13,3860,17q21.2,17,17q
KRT15,3866,17q21.2,17,17q
KRT19,3880,17q21.2,17,17q
LOC147093,147093,17q21.2,17,17q
KRT9,3857,17q21.2,17,17q
KRT14,3861,17q21.2,17,17q
KRT16,3868,17q21.2,17,17q
KRT17,3872,17q21.2,17,17q
KRT42P,284116,17q21.2,17,17q
EIF1,10209,17q21.2,17,17q
GAST,2520,17q21.2,17,17q
HAP1,9001,17q21.2,17,17q
JUP,3728,17q21.2,17,17q
LEPREL4,10609,17q21.2,17,17q
FKBP10,60681,17q21.2,17,17q
NT5C3L,115024,17q21.2,17,17q
KLHL10,317719,17q21.2,17,17q
KLHL11,55175,17q21.2,17,17q
ACLY,47,17q21.2,17,17q
TTC25,83538,17q21.2,17,17q
CNP,1267,17q21.2,17,17q
DNAJC7,7266,17q21.2,17,17q
NKIRAS2,28511,17q21.2,17,17q
ZNF385C,201181,17q21.2,17,17q
DHX58,79132,17q21.2,17,17q
KAT2A,2648,17q21.2,17,17q
HSPB9,94086,17q21.2,17,17q
RAB5C,5878,17q21.2,17,17q
KCNH4,23415,17q21.2,17,17q
HCRT,3060,17q21.2,17,17q
GHDC,84514,17q21.2,17,17q
STAT5B,6777,17q21.2,17,17q
STAT5A,6776,17q21.2,17,17q
STAT3,6774,17q21.2,17,17q
PTRF,284119,17q21.2,17,17q
ATP6V0A1,535,17q21.2,17,17q
NAGLU,4669,17q21.2,17,17q
HSD17B1,3292,17q21.2,17,17q
COASY,80347,17q21.2,17,17q
MLX,6945,17q21.2,17,17q
FAM134C,162427,17q21.2,17,17q
PSMC3IP,29893,17q21.2,17,17q
TUBG1,7283,17q21.2,17,17q
TUBG2,27175,17q21.2,17,17q
PLEKHH3,79990,17q21.2,17,17q
CCR10,2826,17q21.2,17,17q
CNTNAP1,8506,17q21.2,17,17q
EZH1,2145,17q21.2,17,17q
LOC100190938,100190938,17q21.31,17,17q
RAMP2,10266,17q21.31,17,17q
VPS25,84313,17q21.31,17,17q
WNK4,65266,17q21.31,17,17q
CCDC56,28958,17q21.31,17,17q
CNTD1,124817,17q21.31,17,17q
BECN1,8678,17q21.31,17,17q
PSME3,10197,17q21.31,17,17q
AOC2,314,17q21.31,17,17q
AOC3,8639,17q21.31,17,17q
AOC4,90586,17q21.31,17,17q
LOC388387,388387,17q21.31,17,17q
G6PC,2538,17q21.31,17,17q
AARSD1,80755,17q21.31,17,17q
RUNDC1,146923,17q21.31,17,17q
RPL27,6155,17q21.31,17,17q
IFI35,3430,17q21.31,17,17q
VAT1,10493,17q21.31,17,17q
RND2,8153,17q21.31,17,17q
BRCA1,672,17q21.31,17,17q
NBR2,10230,17q21.31,17,17q
NBR1,4077,17q21.31,17,17q
TMEM106A,113277,17q21.31,17,17q
LOC100130581,100130581,17q21.31,17,17q
ARL4D,379,17q21.31,17,17q
MIR2117,100313779,17q21.31,17,17q
hsa-mir-2117,-901,17q21.31,17,17q
DHX8,1659,17q21.31,17,17q
ETV4,2118,17q21.31,17,17q
MEOX1,4222,17q21.31,17,17q
SOST,50964,17q21.31,17,17q
DUSP3,1845,17q21.31,17,17q
C17orf105,284067,17q21.31,17,17q
MPP3,4356,17q21.31,17,17q
CD300LG,146894,17q21.31,17,17q
MPP2,4355,17q21.31,17,17q
FAM215A,23591,17q21.31,17,17q
PPY,5539,17q21.31,17,17q
PYY,5697,17q21.31,17,17q
NAGS,162417,17q21.31,17,17q
TMEM101,84336,17q21.31,17,17q
LSM12,124801,17q21.31,17,17q
G6PC3,92579,17q21.31,17,17q
HDAC5,10014,17q21.31,17,17q
C17orf53,78995,17q21.31,17,17q
ASB16,92591,17q21.31,17,17q
C17orf65,339201,17q21.31,17,17q
ATXN7L3,56970,17q21.31,17,17q
TMUB2,79089,17q21.31,17,17q
UBTF,7343,17q21.31,17,17q
SLC4A1,6521,17q21.31,17,17q
RUNDC3A,10900,17q21.31,17,17q
SLC25A39,51629,17q21.31,17,17q
GRN,2896,17q21.31,17,17q
FAM171A2,284069,17q21.31,17,17q
ITGA2B,3674,17q21.31,17,17q
GPATCH8,23131,17q21.31,17,17q
FZD2,2535,17q21.31,17,17q
C17orf104,284071,17q21.31,17,17q
CCDC43,124808,17q21.31,17,17q
DBF4B,80174,17q21.31,17,17q
ADAM11,4185,17q21.31,17,17q
GJC1,10052,17q21.31,17,17q
HIGD1B,51751,17q21.31,17,17q
EFTUD2,9343,17q21.31,17,17q
CCDC103,388389,17q21.31,17,17q
GFAP,2670,17q21.31,17,17q
KIF18B,146909,17q21.31,17,17q
C1QL1,10882,17q21.31,17,17q
DCAKD,79877,17q21.31,17,17q
NMT1,4836,17q21.31,17,17q
PLCD3,113026,17q21.31,17,17q
ACBD4,79777,17q21.31,17,17q
HEXIM1,10614,17q21.31,17,17q
HEXIM2,124790,17q21.31,17,17q
FMNL1,752,17q21.31,17,17q
C17orf46,124783,17q21.31,17,17q
LOC100133991,100133991,17q21.31,17,17q
MAP3K14,9020,17q21.31,17,17q
ARHGAP27,201176,17q21.31,17,17q
PLEKHM1,9842,17q21.31,17,17q
MIR4315-1,100423004,17q21.31,17,17q
MIR4315-2,100422961,17q21.31,17,17q
hsa-mir-4315-1,-917,17q21.31,17,17q
LRRC37A4,55073,17q21.31,17,17q
LOC644172,644172,17q21.31,17,17q
CRHR1,1394,17q21.31,17,17q
MGC57346,401884,17q21.31,17,17q
C17orf69,147081,17q21.31,17,17q
IMP5,162540,17q21.31,17,17q
LOC100128977,100128977,17q21.31,17,17q
MAPT,4137,17q21.31,17,17q
LOC100130148,100130148,17q21.31,17,17q
STH,246744,17q21.31,17,17q
KIAA1267,284058,17q21.31,17,17q
LOC644246,644246,17q21.31,17,17q
ARL17A,51326,17q21.31,17,17q
ARL17B,100506084,17q21.31,17,17q
LRRC37A,9884,17q21.31,17,17q
NSFP1,728806,17q21.31,17,17q
LRRC37A2,474170,17q21.31,17,17q
NSF,4905,17q21.31,17,17q
WNT3,7473,17q21.31,17,17q
WNT9B,7484,17q21.32,17,17q
GOSR2,9570,17q21.32,17,17q
RPRML,388394,17q21.32,17,17q
CDC27,996,17q21.32,17,17q
MYL4,4635,17q21.32,17,17q
ITGB3,3690,17q21.32,17,17q
C17orf57,124989,17q21.32,17,17q
MRPL45P2,653479,17q21.32,17,17q
NPEPPS,9520,17q21.32,17,17q
KPNB1,3837,17q21.32,17,17q
TBKBP1,9755,17q21.32,17,17q
TBX21,30009,17q21.32,17,17q
OSBPL7,114881,17q21.32,17,17q
MRPL10,124995,17q21.32,17,17q
LRRC46,90506,17q21.32,17,17q
SCRN2,90507,17q21.32,17,17q
SP6,80320,17q21.32,17,17q
SP2,6668,17q21.32,17,17q
PNPO,55163,17q21.32,17,17q
PRR15L,79170,17q21.32,17,17q
CDK5RAP3,80279,17q21.32,17,17q
COPZ2,51226,17q21.32,17,17q
MIR152,406943,17q21.32,17,17q
hsa-mir-152,-936,17q21.32,17,17q
NFE2L1,4779,17q21.32,17,17q
CBX1,10951,17q21.32,17,17q
SNX11,29916,17q21.32,17,17q
SKAP1,8631,17q21.32,17,17q
MIR1203,100302211,17q21.32,17,17q
hsa-mir-1203,-937,17q21.32,17,17q
HOXB1,3211,17q21.32,17,17q
HOXB2,3212,17q21.32,17,17q
HOXB3,3213,17q21.32,17,17q
HOXB4,3214,17q21.32,17,17q
MIR10A,406902,17q21.32,17,17q
hsa-mir-10a,-940,17q21.32,17,17q
HOXB5,3215,17q21.32,17,17q
HOXB6,3216,17q21.32,17,17q
LOC404266,404266,17q21.32,17,17q
HOXB7,3217,17q21.32,17,17q
HOXB8,3218,17q21.32,17,17q
HOXB9,3219,17q21.32,17,17q
MIR196A1,406972,17q21.32,17,17q
hsa-mir-196a-1,-941,17q21.32,17,17q
HOXB13-AS1,360205,17q21.32,17,17q
HOXB13,10481,17q21.32,17,17q
MIR3185,100422978,17q21.32,17,17q
PRAC,84366,17q21.32,17,17q
hsa-mir-3185,-942,17q21.32,17,17q
TTLL6,284076,17q21.32,17,17q
CALCOCO2,10241,17q21.32,17,17q
ATP5G1,516,17q21.32,17,17q
UBE2Z,65264,17q21.32,17,17q
SNF8,11267,17q21.32,17,17q
GIP,2695,17q21.32,17,17q
IGF2BP1,10642,17q21.32,17,17q
B4GALNT2,124872,17q21.32,17,17q
ABI3,51225,17q21.32,17,17q
GNGT2,2793,17q21.32,17,17q
PHOSPHO1,162466,17q21.32,17,17q
FLJ40194,124871,17q21.32,17,17q
ZNF652,22834,17q21.32,17,17q
PHB,5245,17q21.33,17,17q
NGFR,4804,17q21.33,17,17q
NXPH3,11248,17q21.33,17,17q
SPOP,8405,17q21.33,17,17q
SLC35B1,10237,17q21.33,17,17q
FAM117A,81558,17q21.33,17,17q
KAT7,11143,17q21.33,17,17q
FLJ45513,729220,17q21.33,17,17q
TAC4,255061,17q21.33,17,17q
DLX4,1748,17q21.33,17,17q
DLX3,1747,17q21.33,17,17q
LOC284080,284080,17q21.33,17,17q
ITGA3,3675,17q21.33,17,17q
PDK2,5164,17q21.33,17,17q
SAMD14,201191,17q21.33,17,17q
PPP1R9B,84687,17q21.33,17,17q
HILS1,373861,17q21.33,17,17q
SGCA,6442,17q21.33,17,17q
COL1A1,1277,17q21.33,17,17q
TMEM92,162461,17q21.33,17,17q
XYLT2,64132,17q21.33,17,17q
MRPL27,51264,17q21.33,17,17q
EME1,146956,17q21.33,17,17q
LRRC59,55379,17q21.33,17,17q
ACSF2,80221,17q21.33,17,17q
CHAD,1101,17q21.33,17,17q
RSAD1,55316,17q21.33,17,17q
MYCBPAP,84073,17q21.33,17,17q
EPN3,55040,17q21.33,17,17q
SPATA20,64847,17q21.33,17,17q
LOC253962,253962,17q21.33,17,17q
CACNA1G,8913,17q21.33,17,17q
ABCC3,8714,17q21.33,17,17q
ANKRD40,91369,17q21.33,17,17q
LUC7L3,51747,17q21.33,17,17q
LINC00483,55018,17q21.33,17,17q
WFIKKN2,124857,17q21.33,17,17q
LOC400604,400604,17q21.33,17,17q
TOB1,10140,17q21.33,17,17q
SPAG9,9043,17q21.33,17,17q
NME1-NME2,654364,17q21.33,17,17q
NME1,4830,17q21.33,17,17q
NME2,4831,17q21.33,17,17q
MBTD1,54799,17q21.33,17,17q
UTP18,51096,17q21.33,17,17q
CA10,56934,17q21.33,17,17q
LOC100506650,100506650,17q22,17,17q
KIF2B,84643,17q22,17,17q
TOM1L1,10040,17q22,17,17q
COX11,1353,17q22,17,17q
STXBP4,252983,17q22,17,17q
HLF,3131,17q22,17,17q
MMD,23531,17q22,17,17q
TMEM100,55273,17q22,17,17q
PCTP,58488,17q22,17,17q
ANKFN1,162282,17q22,17,17q
NOG,9241,17q22,17,17q
C17orf67,339210,17q22,17,17q
DGKE,8526,17q22,17,17q
MTVR2,246754,17q22,17,17q
MIR3614,100500827,17q22,17,17q
TRIM25,7706,17q22,17,17q
COIL,8161,17q22,17,17q
SCPEP1,59342,17q22,17,17q
RNF126P1,376412,17q22,17,17q
AKAP1,8165,17q22,17,17q
MSI2,124540,17q22,17,17q
MRPS23,51649,17q22,17,17q
CUEDC1,404093,17q22,17,17q
VEZF1,7716,17q22,17,17q
SRSF1,6426,17q22,17,17q
DYNLL2,140735,17q22,17,17q
MSX2P1,55545,17q22,17,17q
OR4D1,26689,17q22,17,17q
OR4D2,124538,17q22,17,17q
EPX,8288,17q22,17,17q
MKS1,54903,17q22,17,17q
LPO,4025,17q22,17,17q
MPO,4353,17q22,17,17q
BZRAP1,9256,17q22,17,17q
LOC100506779,100506779,17q22,17,17q
MIR142,406934,17q22,17,17q
hsa-mir-142,-1015,17q22,17,17q
MIR4736,100616220,17q22,17,17q
SUPT4H1,6827,17q22,17,17q
RNF43,54894,17q22,17,17q
HSF5,124535,17q22,17,17q
MTMR4,9110,17q22,17,17q
SEPT4,5414,17q22,17,17q
C17orf47,284083,17q22,17,17q
TEX14,56155,17q22,17,17q
RAD51C,5889,17q22,17,17q
PPM1E,22843,17q22,17,17q
TRIM37,4591,17q22,17,17q
SKA2,348235,17q22,17,17q
MIR454,768216,17q22,17,17q
hsa-mir-454,-1021,17q22,17,17q
MIR301A,407027,17q22,17,17q
hsa-mir-301a,-1021,17q22,17,17q
PRR11,55771,17q22,17,17q
SMG8,55181,17q22,17,17q
GDPD1,284161,17q22,17,17q
YPEL2,388403,17q22,17,17q
MIR4729,100616204,17q22,17,17q
DHX40,79665,17q23.1,17,17q
CLTC,1213,17q23.1,17,17q
PTRH2,51651,17q23.1,17,17q
VMP1,81671,17q23.1,17,17q
MIR21,406991,17q23.1,17,17q
hsa-mir-21,-1026,17q23.1,17,17q
TUBD1,51174,17q23.1,17,17q
RPS6KB1,6198,17q23.1,17,17q
RNFT1,51136,17q23.1,17,17q
TBC1D3P1-DHX40P1,653645,17q23.1,17,17q
HEATR6,63897,17q23.1,17,17q
MIR4737,100616210,17q23.1,17,17q
LOC645638,645638,17q23.1,17,17q
LOC653653,653653,17q23.1,17,17q
CA4,762,17q23.1,17,17q
USP32,84669,17q23.1,17,17q
SCARNA20,677681,17q23.2,17,17q
C17orf64,124773,17q23.2,17,17q
APPBP2,10513,17q23.2,17,17q
PPM1D,8493,17q23.2,17,17q
BCAS3,54828,17q23.2,17,17q
TBX2,6909,17q23.2,17,17q
C17orf82,388407,17q23.2,17,17q
TBX4,9496,17q23.2,17,17q
NACA2,342538,17q23.2,17,17q
BRIP1,83990,17q23.2,17,17q
INTS2,57508,17q23.2,17,17q
MED13,9969,17q23.2,17,17q
TBC1D3P2,440452,17q23.2,17,17q
EFCAB3,146779,17q23.2,17,17q
METTL2A,339175,17q23.2,17,17q
TLK2,11011,17q23.2,17,17q
MRC2,9902,17q23.2,17,17q
MARCH10,162333,17q23.2,17,17q
MIR548W,100422923,17q23.2,17,17q
hsa-mir-633,-1050,17q23.2,17,17q
TANC2,26115,17q23.2,17,17q
CYB561,1534,17q23.3,17,17q
ACE,1636,17q23.3,17,17q
KCNH6,81033,17q23.3,17,17q
DCAF7,10238,17q23.3,17,17q
TACO1,51204,17q23.3,17,17q
MAP3K3,4215,17q23.3,17,17q
LIMD2,80774,17q23.3,17,17q
LOC729683,729683,17q23.3,17,17q
STRADA,92335,17q23.3,17,17q
CCDC47,57003,17q23.3,17,17q
DDX42,11325,17q23.3,17,17q
FTSJ3,117246,17q23.3,17,17q
PSMC5,5705,17q23.3,17,17q
SMARCD2,6603,17q23.3,17,17q
TCAM1P,146771,17q23.3,17,17q
CSH2,1443,17q23.3,17,17q
GH2,2689,17q23.3,17,17q
CSH1,1442,17q23.3,17,17q
CSHL1,1444,17q23.3,17,17q
GH1,2688,17q23.3,17,17q
CD79B,974,17q23.3,17,17q
SCN4A,6329,17q23.3,17,17q
C17orf72,92340,17q23.3,17,17q
ICAM2,3384,17q23.3,17,17q
ERN1,2081,17q23.3,17,17q
SNORD104,692227,17q23.3,17,17q
SNORA76,677842,17q23.3,17,17q
TEX2,55852,17q23.3,17,17q
PECAM1,5175,17q23.3,17,17q
MILR1,284021,17q23.3,17,17q
POLG2,11232,17q23.3,17,17q
DDX5,1655,17q23.3,17,17q
MIR3064,100616387,17q23.3,17,17q
MIR5047,100616408,17q23.3,17,17q
CEP95,90799,17q23.3,17,17q
SMURF2,64750,17q23.3,17,17q
LOC146880,146880,17q24.1,17,17q
PLEKHM1P,440456,17q24.1,17,17q
hsa-mir-4315-2,-1064,17q24.1,17,17q
LRRC37A3,374819,17q24.1,17,17q
AMZ2P1,201283,17q24.1,17,17q
GNA13,10672,17q24.1,17,17q
RGS9,8787,17q24.1,17,17q
AXIN2,8313,17q24.1,17,17q
CEP112,201134,17q24.1,17,17q
APOH,350,17q24.2,17,17q
PRKCA,5578,17q24.2,17,17q
MIR634,693219,17q24.2,17,17q
hsa-mir-634,-1079,17q24.2,17,17q
CACNG5,27091,17q24.2,17,17q
CACNG4,27092,17q24.2,17,17q
CACNG1,786,17q24.2,17,17q
HELZ,9931,17q24.2,17,17q
PSMD12,5718,17q24.2,17,17q
PITPNC1,26207,17q24.2,17,17q
hsa-mir-548d-2,-1084,17q24.2,17,17q
NOL11,25926,17q24.2,17,17q
SNORA38B,100124536,17q24.2,17,17q
BPTF,2186,17q24.2,17,17q
C17orf58,284018,17q24.2,17,17q
KPNA2,3838,17q24.2,17,17q
LOC100499466,100499466,17q24.2,17,17q
LOC440461,440461,17q24.2,17,17q
AMZ2,51321,17q24.2,17,17q
ARSG,22901,17q24.2,17,17q
SLC16A6,9120,17q24.2,17,17q
MIR635,693220,17q24.2,17,17q
WIPI1,55062,17q24.2,17,17q
hsa-mir-635,-1091,17q24.2,17,17q
PRKAR1A,5573,17q24.2,17,17q
FAM20A,54757,17q24.2,17,17q
ABCA8,10351,17q24.2,17,17q
ABCA9,10350,17q24.2,17,17q
ABCA6,23460,17q24.2,17,17q
MIR4524A,100616316,17q24.2,17,17q
ABCA10,10349,17q24.3,17,17q
ABCA5,23461,17q24.3,17,17q
MAP2K6,5608,17q24.3,17,17q
KCNJ16,3773,17q24.3,17,17q
KCNJ2-AS1,400617,17q24.3,17,17q
KCNJ2,3759,17q24.3,17,17q
SOX9,6662,17q24.3,17,17q
LOC100499467,100499467,17q24.3,17,17q
LINC00511,400619,17q24.3,17,17q
SLC39A11,201266,17q24.3,17,17q
SSTR2,6752,17q25.1,17,17q
COG1,9382,17q25.1,17,17q
FAM104A,84923,17q25.1,17,17q
C17orf80,55028,17q25.1,17,17q
CPSF4L,642843,17q25.1,17,17q
CDC42EP4,23580,17q25.1,17,17q
SDK2,54549,17q25.1,17,17q
LINC00469,283982,17q25.1,17,17q
LOC400620,400620,17q25.1,17,17q
RPL38,6169,17q25.1,17,17q
MGC16275,85001,17q25.1,17,17q
TTYH2,94015,17q25.1,17,17q
DNAI2,64446,17q25.1,17,17q
KIF19,124602,17q25.1,17,17q
BTBD17,388419,17q25.1,17,17q
GPR142,350383,17q25.1,17,17q
GPRC5C,55890,17q25.1,17,17q
CD300A,11314,17q25.1,17,17q
CD300LB,124599,17q25.1,17,17q
CD300C,10871,17q25.1,17,17q
C17orf77,146723,17q25.1,17,17q
CD300LD,100131439,17q25.1,17,17q
CD300E,342510,17q25.1,17,17q
RAB37,326624,17q25.1,17,17q
CD300LF,146722,17q25.1,17,17q
MIR3615,100500847,17q25.1,17,17q
SLC9A3R1,9368,17q25.1,17,17q
NAT9,26151,17q25.1,17,17q
TMEM104,54868,17q25.1,17,17q
GRIN2C,2905,17q25.1,17,17q
FDXR,2232,17q25.1,17,17q
FADS6,283985,17q25.1,17,17q
USH1G,124590,17q25.1,17,17q
OTOP2,92736,17q25.1,17,17q
OTOP3,347741,17q25.1,17,17q
C17orf28,283987,17q25.1,17,17q
CDR2L,30850,17q25.1,17,17q
ICT1,3396,17q25.1,17,17q
ATP5H,10476,17q25.1,17,17q
KCTD2,23510,17q25.1,17,17q
SLC16A5,9121,17q25.1,17,17q
ARMC7,79637,17q25.1,17,17q
HN1,51155,17q25.1,17,17q
NT5C,30833,17q25.1,17,17q
SUMO2,6613,17q25.1,17,17q
NUP85,79902,17q25.1,17,17q
GGA3,23163,17q25.1,17,17q
MIF4GD,57409,17q25.1,17,17q
MRPS7,51081,17q25.1,17,17q
LOC100287042,100287042,17q25.1,17,17q
SLC25A19,60386,17q25.1,17,17q
GRB2,2885,17q25.1,17,17q
MIR3678,100500841,17q25.1,17,17q
KIAA0195,9772,17q25.1,17,17q
CASKIN2,57513,17q25.1,17,17q
TSEN54,283989,17q25.1,17,17q
LLGL2,3993,17q25.1,17,17q
MYO15B,80022,17q25.1,17,17q
RECQL5,9400,17q25.1,17,17q
C17orf109,643008,17q25.1,17,17q
C17orf110,100130933,17q25.1,17,17q
SAP30BP,29115,17q25.1,17,17q
ITGB4,3691,17q25.1,17,17q
GALK1,2584,17q25.1,17,17q
H3F3B,3021,17q25.1,17,17q
MIR4738,100616282,17q25.1,17,17q
UNK,85451,17q25.1,17,17q
UNC13D,201294,17q25.1,17,17q
WBP2,23558,17q25.1,17,17q
TRIM47,91107,17q25.1,17,17q
TRIM65,201292,17q25.1,17,17q
MRPL38,64978,17q25.1,17,17q
FBF1,85302,17q25.1,17,17q
ACOX1,51,17q25.1,17,17q
TEN1-CDK3,100529145,17q25.1,17,17q
TEN1,100134934,17q25.1,17,17q
CDK3,1018,17q25.1,17,17q
EVPL,2125,17q25.1,17,17q
SRP68,6730,17q25.1,17,17q
EXOC7,23265,17q25.1,17,17q
GALR2,8811,17q25.1,17,17q
ZACN,353174,17q25.1,17,17q
FOXJ1,2302,17q25.1,17,17q
LOC100507218,100507218,17q25.1,17,17q
RNF157,114804,17q25.1,17,17q
FAM100B,283991,17q25.1,17,17q
QRICH2,84074,17q25.1,17,17q
PRPSAP1,5635,17q25.1,17,17q
SPHK1,8877,17q25.1,17,17q
UBE2O,63893,17q25.1,17,17q
AANAT,15,17q25.1,17,17q
RHBDF2,79651,17q25.1,17,17q
CYGB,114757,17q25.1,17,17q
PRCD,768206,17q25.1,17,17q
LOC100507246,100507246,17q25.1,17,17q
SNORD1A,677848,17q25.1,17,17q
SNORD1B,677849,17q25.1,17,17q
SNORD1C,677850,17q25.1,17,17q
ST6GALNAC2,10610,17q25.1,17,17q
ST6GALNAC1,55808,17q25.1,17,17q
MXRA7,439921,17q25.1,17,17q
JMJD6,23210,17q25.1,17,17q
METTL23,124512,17q25.1,17,17q
MFSD11,79157,17q25.1,17,17q
MIR636,693221,17q25.1,17,17q
SRSF2,6427,17q25.1,17,17q
hsa-mir-636,-1155,17q25.1,17,17q
MGAT5B,146664,17q25.2,17,17q
LINC00338,654434,17q25.2,17,17q
SCARNA16,677781,17q25.2,17,17q
SEC14L1,6397,17q25.2,17,17q
SEPT9,10801,17q25.2,17,17q
MIR4316,100422851,17q25.3,17,17q
hsa-mir-4316,-1160,17q25.3,17,17q
LOC100507351,100507351,17q25.3,17,17q
FLJ45079,400624,17q25.3,17,17q
TNRC6C,57690,17q25.3,17,17q
LOC100131096,100131096,17q25.3,17,17q
TMC6,11322,17q25.3,17,17q
TMC8,147138,17q25.3,17,17q
C17orf99,100141515,17q25.3,17,17q
SYNGR2,9144,17q25.3,17,17q
TK1,7083,17q25.3,17,17q
AFMID,125061,17q25.3,17,17q
BIRC5,332,17q25.3,17,17q
TMEM235,283999,17q25.3,17,17q
SOCS3,9021,17q25.3,17,17q
PGS1,9489,17q25.3,17,17q
DNAH17,8632,17q25.3,17,17q
CYTH1,9267,17q25.3,17,17q
USP36,57602,17q25.3,17,17q
TIMP2,7077,17q25.3,17,17q
LOC100653515,100653515,17q25.3,17,17q
LGALS3BP,3959,17q25.3,17,17q
CANT1,124583,17q25.3,17,17q
LOC100507410,100507410,17q25.3,17,17q
C1QTNF1,114897,17q25.3,17,17q
ENGASE,64772,17q25.3,17,17q
RBFOX3,146713,17q25.3,17,17q
MIR4739,100616170,17q25.3,17,17q
ENPP7,339221,17q25.3,17,17q
CBX2,84733,17q25.3,17,17q
CBX8,57332,17q25.3,17,17q
CBX4,8535,17q25.3,17,17q
TBC1D16,125058,17q25.3,17,17q
CCDC40,55036,17q25.3,17,17q
GAA,2548,17q25.3,17,17q
EIF4A3,9775,17q25.3,17,17q
CARD14,79092,17q25.3,17,17q
SGSH,6448,17q25.3,17,17q
SLC26A11,284129,17q25.3,17,17q
RNF213,57674,17q25.3,17,17q
LOC100294362,100294362,17q25.3,17,17q
ENDOV,284131,17q25.3,17,17q
MIR4730,100616359,17q25.3,17,17q
NPTX1,4884,17q25.3,17,17q
RPTOR,57521,17q25.3,17,17q
CHMP6,79643,17q25.3,17,17q
FLJ90757,440465,17q25.3,17,17q
BAIAP2,10458,17q25.3,17,17q
AATK,9625,17q25.3,17,17q
MIR1250,100302229,17q25.3,17,17q
MIR3065,100422915,17q25.3,17,17q
MIR338,442906,17q25.3,17,17q
MIR657,724027,17q25.3,17,17q
hsa-mir-1250,-1188,17q25.3,17,17q
hsa-mir-3065,-1188,17q25.3,17,17q
hsa-mir-338,-1188,17q25.3,17,17q
hsa-mir-657,-1188,17q25.3,17,17q
AATK-AS1,388428,17q25.3,17,17q
AZI1,22994,17q25.3,17,17q
C17orf56,146705,17q25.3,17,17q
C17orf89,284184,17q25.3,17,17q
SLC38A10,124565,17q25.3,17,17q
LINC00482,284185,17q25.3,17,17q
TMEM105,284186,17q25.3,17,17q
BAHCC1,57597,17q25.3,17,17q
MIR4740,100616294,17q25.3,17,17q
MIR3186,100422944,17q25.3,17,17q
hsa-mir-3186,-1190,17q25.3,17,17q
ACTG1,71,17q25.3,17,17q
FSCN2,25794,17q25.3,17,17q
C17orf70,80233,17q25.3,17,17q
NPLOC4,55666,17q25.3,17,17q
TSPAN10,83882,17q25.3,17,17q
PDE6G,5148,17q25.3,17,17q
C17orf90,339229,17q25.3,17,17q
CCDC137,339230,17q25.3,17,17q
ARL16,339231,17q25.3,17,17q
HGS,9146,17q25.3,17,17q
MRPL12,6182,17q25.3,17,17q
SLC25A10,1468,17q25.3,17,17q
GCGR,2642,17q25.3,17,17q
FAM195B,348262,17q25.3,17,17q
PPP1R27,116729,17q25.3,17,17q
P4HB,5034,17q25.3,17,17q
ARHGDIA,396,17q25.3,17,17q
ALYREF,10189,17q25.3,17,17q
ANAPC11,51529,17q25.3,17,17q
NPB,256933,17q25.3,17,17q
PCYT2,5833,17q25.3,17,17q
MAFG,4097,17q25.3,17,17q
SIRT7,51547,17q25.3,17,17q
MAFG-AS1,92659,17q25.3,17,17q
PYCR1,5831,17q25.3,17,17q
MYADML2,255275,17q25.3,17,17q
NOTUM,147111,17q25.3,17,17q
ASPSCR1,79058,17q25.3,17,17q
STRA13,201254,17q25.3,17,17q
LRRC45,201255,17q25.3,17,17q
DCXR,51181,17q25.3,17,17q
RAC3,5881,17q25.3,17,17q
RFNG,5986,17q25.3,17,17q
DUS1L,64118,17q25.3,17,17q
GPS1,2873,17q25.3,17,17q
FASN,2194,17q25.3,17,17q
CCDC57,284001,17q25.3,17,17q
SLC16A3,9123,17q25.3,17,17q
CSNK1D,1453,17q25.3,17,17q
CD7,924,17q25.3,17,17q
SECTM1,6398,17q25.3,17,17q
TEX19,400629,17q25.3,17,17q
UTS2R,2837,17q25.3,17,17q
C17orf101,79701,17q25.3,17,17q
HEXDC,284004,17q25.3,17,17q
C17orf62,79415,17q25.3,17,17q
NARF,26502,17q25.3,17,17q
FOXK2,3607,17q25.3,17,17q
WDR45L,56270,17q25.3,17,17q
RAB40B,10966,17q25.3,17,17q
FN3KRP,79672,17q25.3,17,17q
FN3K,64122,17q25.3,17,17q
TBCD,6904,17q25.3,17,17q
ZNF750,79755,17q25.3,17,17q
